image_id,file_name,question_en,answer,split,category,question_ur,question_roman
218294,COCO_val2014_000000218294.jpg,Is there a sports ball in the image?,yes,popular,sports ball,کیا تصویر میں کھیلوں کی گیند ہے؟,Kya tasveer mein khel ka gend hai?
218294,COCO_val2014_000000218294.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
218294,COCO_val2014_000000218294.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
218294,COCO_val2014_000000218294.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
218294,COCO_val2014_000000218294.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
218294,COCO_val2014_000000218294.jpg,Is there a tennis racket in the image?,yes,adversarial,tennis racket,کیا تصویر میں ٹینس ریکیٹ ہے؟,Kya tasveer mein tennis ka racket hai?
218294,COCO_val2014_000000218294.jpg,Is there a sports ball in the image?,yes,adversarial,sports ball,کیا تصویر میں کھیلوں کی گیند ہے؟,Kya tasveer mein khel ka gend hai?
218294,COCO_val2014_000000218294.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
218294,COCO_val2014_000000218294.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
218294,COCO_val2014_000000218294.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
124210,COCO_val2014_000000124210.jpg,Is there a bench in the image?,yes,random,bench,کیا تصویر میں کوئی بینچ ہے؟,Kya tasveer mein bench hai?
124210,COCO_val2014_000000124210.jpg,Is there a backpack in the image?,yes,random,backpack,کیا تصویر میں کوئی بیگ ہے؟,Kya tasveer mein bag hai?
124210,COCO_val2014_000000124210.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
124210,COCO_val2014_000000124210.jpg,Is there a carrot in the image?,no,random,carrot,کیا تصویر میں گاجر ہے؟,Kya tasveer mein gajar hai?
124210,COCO_val2014_000000124210.jpg,Is there a sports ball in the image?,no,random,sports ball,کیا تصویر میں کھیلوں کی گیند ہے؟,Kya tasveer mein khel ka gend hai?
124210,COCO_val2014_000000124210.jpg,Is there a airplane in the image?,no,random,airplane,کیا تصویر میں ہوائی جہاز ہے؟,Kya tasveer mein hawai jahaaz hai?
124210,COCO_val2014_000000124210.jpg,Is there a sink in the image?,yes,popular,sink,کیا تصویر میں کوئی سنک ہے؟,Kya tasveer mein sink hai?
124210,COCO_val2014_000000124210.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
124210,COCO_val2014_000000124210.jpg,Is there a suitcase in the image?,yes,popular,suitcase,کیا تصویر میں کوئی سوٹ کیس ہے؟,Kya tasveer mein suitcase hai?
124210,COCO_val2014_000000124210.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
124210,COCO_val2014_000000124210.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
124210,COCO_val2014_000000124210.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
124210,COCO_val2014_000000124210.jpg,Is there a sink in the image?,yes,adversarial,sink,کیا تصویر میں کوئی سنک ہے؟,Kya tasveer mein sink hai?
124210,COCO_val2014_000000124210.jpg,Is there a bench in the image?,yes,adversarial,bench,کیا تصویر میں کوئی بینچ ہے؟,Kya tasveer mein bench hai?
124210,COCO_val2014_000000124210.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
124210,COCO_val2014_000000124210.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
124210,COCO_val2014_000000124210.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
124210,COCO_val2014_000000124210.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
317565,COCO_val2014_000000317565.jpg,Is there a couch in the image?,yes,random,couch,کیا تصویر میں صوفہ ہے؟,Kya tasveer mein sofa hai?
317565,COCO_val2014_000000317565.jpg,Is there a tv in the image?,yes,random,tv,کیا تصویر میں ٹی وی ہے؟,Kya tasveer mein tv hai?
317565,COCO_val2014_000000317565.jpg,Is there a potted plant in the image?,yes,random,potted plant,کیا تصویر میں کوئی پودا ہے؟,Kya tasveer mein gamla hai?
317565,COCO_val2014_000000317565.jpg,Is there a horse in the image?,no,random,horse,کیا تصویر میں گھوڑا ہے؟,Kya tasveer mein ghora hai?
317565,COCO_val2014_000000317565.jpg,Is there a remote in the image?,no,random,remote,کیا تصویر میں کوئی ریموٹ ہے؟,Kya tasveer mein remote hai?
317565,COCO_val2014_000000317565.jpg,Is there a dining table in the image?,no,random,dining table,کیا تصویر میں کھانے کی میز ہے؟,Kya tasveer mein khane ki mez hai?
317565,COCO_val2014_000000317565.jpg,Is there a toilet in the image?,yes,popular,toilet,کیا تصویر میں بیت الخلا ہے؟,Kya tasveer mein toilet hai?
317565,COCO_val2014_000000317565.jpg,Is there a couch in the image?,yes,popular,couch,کیا تصویر میں صوفہ ہے؟,Kya tasveer mein sofa hai?
317565,COCO_val2014_000000317565.jpg,Is there a vase in the image?,yes,popular,vase,کیا تصویر میں گلدان ہے؟,Kya tasveer mein phool daani hai?
317565,COCO_val2014_000000317565.jpg,Is there a person in the image?,no,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
317565,COCO_val2014_000000317565.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
317565,COCO_val2014_000000317565.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
317565,COCO_val2014_000000317565.jpg,Is there a couch in the image?,yes,adversarial,couch,کیا تصویر میں صوفہ ہے؟,Kya tasveer mein sofa hai?
317565,COCO_val2014_000000317565.jpg,Is there a tv in the image?,yes,adversarial,tv,کیا تصویر میں ٹی وی ہے؟,Kya tasveer mein tv hai?
317565,COCO_val2014_000000317565.jpg,Is there a sink in the image?,yes,adversarial,sink,کیا تصویر میں کوئی سنک ہے؟,Kya tasveer mein sink hai?
317565,COCO_val2014_000000317565.jpg,Is there a person in the image?,no,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
317565,COCO_val2014_000000317565.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
317565,COCO_val2014_000000317565.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
279331,COCO_val2014_000000279331.jpg,Is there a backpack in the image?,yes,random,backpack,کیا تصویر میں کوئی بیگ ہے؟,Kya tasveer mein bag hai?
279331,COCO_val2014_000000279331.jpg,Is there a dog in the image?,yes,random,dog,کیا تصویر میں کتا ہے؟,Kya tasveer mein kutta hai?
279331,COCO_val2014_000000279331.jpg,Is there a tennis racket in the image?,yes,random,tennis racket,کیا تصویر میں ٹینس ریکیٹ ہے؟,Kya tasveer mein tennis ka racket hai?
279331,COCO_val2014_000000279331.jpg,Is there a cup in the image?,no,random,cup,کیا تصویر میں کپ ہے؟,Kya tasveer mein cup hai?
279331,COCO_val2014_000000279331.jpg,Is there a kite in the image?,no,random,kite,کیا تصویر میں پتنگ ہے؟,Kya tasveer mein patang hai?
279331,COCO_val2014_000000279331.jpg,Is there a knife in the image?,no,random,knife,کیا تصویر میں چاقو ہے؟,Kya tasveer mein churi hai?
279331,COCO_val2014_000000279331.jpg,Is there a tennis racket in the image?,yes,popular,tennis racket,کیا تصویر میں ٹینس ریکیٹ ہے؟,Kya tasveer mein tennis ka racket hai?
279331,COCO_val2014_000000279331.jpg,Is there a handbag in the image?,yes,popular,handbag,کیا تصویر میں ہینڈ بیگ ہے؟,Kya tasveer mein handbag hai?
279331,COCO_val2014_000000279331.jpg,Is there a dog in the image?,yes,popular,dog,کیا تصویر میں کتا ہے؟,Kya tasveer mein kutta hai?
279331,COCO_val2014_000000279331.jpg,Is there a person in the image?,no,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
279331,COCO_val2014_000000279331.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
279331,COCO_val2014_000000279331.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
279331,COCO_val2014_000000279331.jpg,Is there a dog in the image?,yes,adversarial,dog,کیا تصویر میں کتا ہے؟,Kya tasveer mein kutta hai?
279331,COCO_val2014_000000279331.jpg,Is there a handbag in the image?,yes,adversarial,handbag,کیا تصویر میں ہینڈ بیگ ہے؟,Kya tasveer mein handbag hai?
279331,COCO_val2014_000000279331.jpg,Is there a tennis racket in the image?,yes,adversarial,tennis racket,کیا تصویر میں ٹینس ریکیٹ ہے؟,Kya tasveer mein tennis ka racket hai?
279331,COCO_val2014_000000279331.jpg,Is there a person in the image?,no,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
279331,COCO_val2014_000000279331.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
279331,COCO_val2014_000000279331.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
287035,COCO_val2014_000000287035.jpg,Is there a tv in the image?,yes,random,tv,کیا تصویر میں ٹی وی ہے؟,Kya tasveer mein tv hai?
287035,COCO_val2014_000000287035.jpg,Is there a mouse in the image?,yes,random,mouse,کیا تصویر میں کوئی چوہا ہے؟,Kya tasveer mein mouse hai?
287035,COCO_val2014_000000287035.jpg,Is there a laptop in the image?,yes,random,laptop,کیا تصویر میں لیپ ٹاپ ہے؟,Kya tasveer mein laptop hai?
287035,COCO_val2014_000000287035.jpg,Is there a sink in the image?,no,random,sink,کیا تصویر میں کوئی سنک ہے؟,Kya tasveer mein sink hai?
287035,COCO_val2014_000000287035.jpg,Is there a toothbrush in the image?,no,random,toothbrush,کیا تصویر میں ٹوتھ برش ہے؟,Kya tasveer mein toothbrush hai?
287035,COCO_val2014_000000287035.jpg,Is there a skis in the image?,no,random,skis,کیا تصویر میں کوئی سکی ہے؟,Kya tasveer mein skis hai?
287035,COCO_val2014_000000287035.jpg,Is there a laptop in the image?,yes,popular,laptop,کیا تصویر میں لیپ ٹاپ ہے؟,Kya tasveer mein laptop hai?
287035,COCO_val2014_000000287035.jpg,Is there a keyboard in the image?,yes,popular,keyboard,کیا تصویر میں کی بورڈ ہے؟,Kya tasveer mein keyboard hai?
287035,COCO_val2014_000000287035.jpg,Is there a cell phone in the image?,yes,popular,cell phone,کیا تصویر میں سیل فون ہے؟,Kya tasveer mein mobile hai?
287035,COCO_val2014_000000287035.jpg,Is there a person in the image?,no,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
287035,COCO_val2014_000000287035.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
287035,COCO_val2014_000000287035.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
287035,COCO_val2014_000000287035.jpg,Is there a mouse in the image?,yes,adversarial,mouse,کیا تصویر میں کوئی چوہا ہے؟,Kya tasveer mein mouse hai?
287035,COCO_val2014_000000287035.jpg,Is there a tv in the image?,yes,adversarial,tv,کیا تصویر میں ٹی وی ہے؟,Kya tasveer mein tv hai?
287035,COCO_val2014_000000287035.jpg,Is there a cell phone in the image?,yes,adversarial,cell phone,کیا تصویر میں سیل فون ہے؟,Kya tasveer mein mobile hai?
287035,COCO_val2014_000000287035.jpg,Is there a person in the image?,no,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
287035,COCO_val2014_000000287035.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
287035,COCO_val2014_000000287035.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
505099,COCO_val2014_000000505099.jpg,Is there a backpack in the image?,yes,random,backpack,کیا تصویر میں کوئی بیگ ہے؟,Kya tasveer mein bag hai?
505099,COCO_val2014_000000505099.jpg,Is there a chair in the image?,yes,random,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
505099,COCO_val2014_000000505099.jpg,Is there a baseball glove in the image?,yes,random,baseball glove,کیا تصویر میں بیس بال کا دستانہ ہے؟,Kya tasveer mein baseball ka dastaana hai?
505099,COCO_val2014_000000505099.jpg,Is there a umbrella in the image?,no,random,umbrella,کیا تصویر میں چھتری ہے؟,Kya tasveer mein chhatri hai?
505099,COCO_val2014_000000505099.jpg,Is there a stop sign in the image?,no,random,stop sign,کیا تصویر میں سٹاپ کا نشان ہے؟,Kya tasveer mein stop sign hai?
505099,COCO_val2014_000000505099.jpg,Is there a book in the image?,no,random,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
505099,COCO_val2014_000000505099.jpg,Is there a baseball bat in the image?,yes,popular,baseball bat,کیا تصویر میں بیس بال کا بیٹ ہے؟,Kya tasveer mein baseball ka balla hai?
505099,COCO_val2014_000000505099.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
505099,COCO_val2014_000000505099.jpg,Is there a chair in the image?,yes,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
505099,COCO_val2014_000000505099.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
505099,COCO_val2014_000000505099.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
505099,COCO_val2014_000000505099.jpg,Is there a cup in the image?,no,popular,cup,کیا تصویر میں کپ ہے؟,Kya tasveer mein cup hai?
505099,COCO_val2014_000000505099.jpg,Is there a baseball glove in the image?,yes,adversarial,baseball glove,کیا تصویر میں بیس بال کا دستانہ ہے؟,Kya tasveer mein baseball ka dastaana hai?
505099,COCO_val2014_000000505099.jpg,Is there a bottle in the image?,yes,adversarial,bottle,کیا تصویر میں کوئی بوتل ہے؟,Kya tasveer mein botal hai?
505099,COCO_val2014_000000505099.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
505099,COCO_val2014_000000505099.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
505099,COCO_val2014_000000505099.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
505099,COCO_val2014_000000505099.jpg,Is there a cup in the image?,no,adversarial,cup,کیا تصویر میں کپ ہے؟,Kya tasveer mein cup hai?
565395,COCO_val2014_000000565395.jpg,Is there a truck in the image?,yes,random,truck,کیا تصویر میں کوئی ٹرک ہے؟,Kya tasveer mein truck hai?
565395,COCO_val2014_000000565395.jpg,Is there a frisbee in the image?,yes,random,frisbee,کیا تصویر میں فریسبی ہے؟,Kya tasveer mein frisbee hai?
565395,COCO_val2014_000000565395.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
565395,COCO_val2014_000000565395.jpg,Is there a baseball glove in the image?,no,random,baseball glove,کیا تصویر میں بیس بال کا دستانہ ہے؟,Kya tasveer mein baseball ka dastaana hai?
565395,COCO_val2014_000000565395.jpg,Is there a motorcycle in the image?,no,random,motorcycle,کیا تصویر میں کوئی موٹر سائیکل ہے؟,Kya tasveer mein motorcycle hai?
565395,COCO_val2014_000000565395.jpg,Is there a sandwich in the image?,no,random,sandwich,کیا تصویر میں کوئی سینڈوچ ہے؟,Kya tasveer mein sandwich hai?
565395,COCO_val2014_000000565395.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
565395,COCO_val2014_000000565395.jpg,Is there a frisbee in the image?,yes,popular,frisbee,کیا تصویر میں فریسبی ہے؟,Kya tasveer mein frisbee hai?
565395,COCO_val2014_000000565395.jpg,Is there a truck in the image?,yes,popular,truck,کیا تصویر میں کوئی ٹرک ہے؟,Kya tasveer mein truck hai?
565395,COCO_val2014_000000565395.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
565395,COCO_val2014_000000565395.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
565395,COCO_val2014_000000565395.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
565395,COCO_val2014_000000565395.jpg,Is there a truck in the image?,yes,adversarial,truck,کیا تصویر میں کوئی ٹرک ہے؟,Kya tasveer mein truck hai?
565395,COCO_val2014_000000565395.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
565395,COCO_val2014_000000565395.jpg,Is there a frisbee in the image?,yes,adversarial,frisbee,کیا تصویر میں فریسبی ہے؟,Kya tasveer mein frisbee hai?
565395,COCO_val2014_000000565395.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
565395,COCO_val2014_000000565395.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
565395,COCO_val2014_000000565395.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
17714,COCO_val2014_000000017714.jpg,Is there a pizza in the image?,yes,random,pizza,کیا تصویر میں پیزا ہے؟,Kya tasveer mein pizza hai?
17714,COCO_val2014_000000017714.jpg,Is there a dining table in the image?,yes,random,dining table,کیا تصویر میں کھانے کی میز ہے؟,Kya tasveer mein khane ki mez hai?
17714,COCO_val2014_000000017714.jpg,Is there a banana in the image?,yes,random,banana,کیا تصویر میں کیلا ہے؟,Kya tasveer mein kela hai?
17714,COCO_val2014_000000017714.jpg,Is there a scissors in the image?,no,random,scissors,کیا تصویر میں قینچی ہے؟,Kya tasveer mein qainchi hai?
17714,COCO_val2014_000000017714.jpg,Is there a sandwich in the image?,no,random,sandwich,کیا تصویر میں کوئی سینڈوچ ہے؟,Kya tasveer mein sandwich hai?
17714,COCO_val2014_000000017714.jpg,Is there a zebra in the image?,no,random,zebra,کیا تصویر میں زیبرا ہے؟,Kya tasveer mein zebra hai?
17714,COCO_val2014_000000017714.jpg,Is there a spoon in the image?,yes,popular,spoon,کیا تصویر میں چمچ ہے؟,Kya tasveer mein chamach hai?
17714,COCO_val2014_000000017714.jpg,Is there a fork in the image?,yes,popular,fork,کیا تصویر میں کانٹا ہے؟,Kya tasveer mein kaanta hai?
17714,COCO_val2014_000000017714.jpg,Is there a knife in the image?,yes,popular,knife,کیا تصویر میں چاقو ہے؟,Kya tasveer mein churi hai?
17714,COCO_val2014_000000017714.jpg,Is there a person in the image?,no,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
17714,COCO_val2014_000000017714.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
17714,COCO_val2014_000000017714.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
17714,COCO_val2014_000000017714.jpg,Is there a fork in the image?,yes,adversarial,fork,کیا تصویر میں کانٹا ہے؟,Kya tasveer mein kaanta hai?
17714,COCO_val2014_000000017714.jpg,Is there a knife in the image?,yes,adversarial,knife,کیا تصویر میں چاقو ہے؟,Kya tasveer mein churi hai?
17714,COCO_val2014_000000017714.jpg,Is there a pizza in the image?,yes,adversarial,pizza,کیا تصویر میں پیزا ہے؟,Kya tasveer mein pizza hai?
17714,COCO_val2014_000000017714.jpg,Is there a person in the image?,no,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
17714,COCO_val2014_000000017714.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
17714,COCO_val2014_000000017714.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
257036,COCO_val2014_000000257036.jpg,Is there a chair in the image?,yes,random,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
257036,COCO_val2014_000000257036.jpg,Is there a cat in the image?,yes,random,cat,کیا تصویر میں بلی ہے؟,Kya tasveer mein billi hai?
257036,COCO_val2014_000000257036.jpg,Is there a bicycle in the image?,yes,random,bicycle,کیا تصویر میں کوئی سائیکل ہے؟,Kya tasveer mein cycle hai?
257036,COCO_val2014_000000257036.jpg,Is there a bus in the image?,no,random,bus,کیا تصویر میں بس ہے؟,Kya tasveer mein bus hai?
257036,COCO_val2014_000000257036.jpg,Is there a wine glass in the image?,no,random,wine glass,کیا تصویر میں شراب کا گلاس ہے؟,Kya tasveer mein gilaas hai?
257036,COCO_val2014_000000257036.jpg,Is there a suitcase in the image?,no,random,suitcase,کیا تصویر میں کوئی سوٹ کیس ہے؟,Kya tasveer mein suitcase hai?
257036,COCO_val2014_000000257036.jpg,Is there a cat in the image?,yes,popular,cat,کیا تصویر میں بلی ہے؟,Kya tasveer mein billi hai?
257036,COCO_val2014_000000257036.jpg,Is there a bicycle in the image?,yes,popular,bicycle,کیا تصویر میں کوئی سائیکل ہے؟,Kya tasveer mein cycle hai?
257036,COCO_val2014_000000257036.jpg,Is there a backpack in the image?,yes,popular,backpack,کیا تصویر میں کوئی بیگ ہے؟,Kya tasveer mein bag hai?
257036,COCO_val2014_000000257036.jpg,Is there a person in the image?,no,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
257036,COCO_val2014_000000257036.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
257036,COCO_val2014_000000257036.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
257036,COCO_val2014_000000257036.jpg,Is there a backpack in the image?,yes,adversarial,backpack,کیا تصویر میں کوئی بیگ ہے؟,Kya tasveer mein bag hai?
257036,COCO_val2014_000000257036.jpg,Is there a chair in the image?,yes,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
257036,COCO_val2014_000000257036.jpg,Is there a bicycle in the image?,yes,adversarial,bicycle,کیا تصویر میں کوئی سائیکل ہے؟,Kya tasveer mein cycle hai?
257036,COCO_val2014_000000257036.jpg,Is there a person in the image?,no,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
257036,COCO_val2014_000000257036.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
257036,COCO_val2014_000000257036.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
478736,COCO_val2014_000000478736.jpg,Is there a traffic light in the image?,yes,random,traffic light,کیا تصویر میں ٹریفک لائٹ ہے؟,Kya tasveer mein traffic signal hai?
478736,COCO_val2014_000000478736.jpg,Is there a car in the image?,yes,random,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
478736,COCO_val2014_000000478736.jpg,Is there a stop sign in the image?,yes,random,stop sign,کیا تصویر میں سٹاپ کا نشان ہے؟,Kya tasveer mein stop sign hai?
478736,COCO_val2014_000000478736.jpg,Is there a bus in the image?,no,random,bus,کیا تصویر میں بس ہے؟,Kya tasveer mein bus hai?
478736,COCO_val2014_000000478736.jpg,Is there a tie in the image?,no,random,tie,کیا تصویر میں ٹائی ہے؟,Kya tasveer mein tie hai?
478736,COCO_val2014_000000478736.jpg,Is there a bottle in the image?,no,random,bottle,کیا تصویر میں کوئی بوتل ہے؟,Kya tasveer mein botal hai?
478736,COCO_val2014_000000478736.jpg,Is there a car in the image?,yes,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
478736,COCO_val2014_000000478736.jpg,Is there a stop sign in the image?,yes,popular,stop sign,کیا تصویر میں سٹاپ کا نشان ہے؟,Kya tasveer mein stop sign hai?
478736,COCO_val2014_000000478736.jpg,Is there a traffic light in the image?,yes,popular,traffic light,کیا تصویر میں ٹریفک لائٹ ہے؟,Kya tasveer mein traffic signal hai?
478736,COCO_val2014_000000478736.jpg,Is there a person in the image?,no,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
478736,COCO_val2014_000000478736.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
478736,COCO_val2014_000000478736.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
478736,COCO_val2014_000000478736.jpg,Is there a car in the image?,yes,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
478736,COCO_val2014_000000478736.jpg,Is there a stop sign in the image?,yes,adversarial,stop sign,کیا تصویر میں سٹاپ کا نشان ہے؟,Kya tasveer mein stop sign hai?
478736,COCO_val2014_000000478736.jpg,Is there a traffic light in the image?,yes,adversarial,traffic light,کیا تصویر میں ٹریفک لائٹ ہے؟,Kya tasveer mein traffic signal hai?
478736,COCO_val2014_000000478736.jpg,Is there a person in the image?,no,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
478736,COCO_val2014_000000478736.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
478736,COCO_val2014_000000478736.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
370013,COCO_val2014_000000370013.jpg,Is there a banana in the image?,yes,random,banana,کیا تصویر میں کیلا ہے؟,Kya tasveer mein kela hai?
370013,COCO_val2014_000000370013.jpg,Is there a knife in the image?,yes,random,knife,کیا تصویر میں چاقو ہے؟,Kya tasveer mein churi hai?
370013,COCO_val2014_000000370013.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
370013,COCO_val2014_000000370013.jpg,Is there a hot dog in the image?,no,random,hot dog,کیا تصویر میں کوئی ہاٹ ڈاگ ہے؟,Kya tasveer mein hot dog hai?
370013,COCO_val2014_000000370013.jpg,Is there a bowl in the image?,no,random,bowl,کیا تصویر میں ایک پیالہ ہے؟,Kya tasveer mein bowl hai?
